seed,fps,avg_equity,low,middle,high,budget_used_pct,terminated_early,source_path,alloc__high_MaaS_Bundle,alloc__high_bike,alloc__high_car,alloc__high_public,alloc__low_MaaS_Bundle,alloc__low_bike,alloc__low_car,alloc__low_public,alloc__middle_MaaS_Bundle,alloc__middle_bike,alloc__middle_car,alloc__middle_public
16,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[16].kman.restech.unsw.edu.au/seed_16/all_results.pkl,0.7507234700456014,0.44444971564604785,0.7624214804473997,0.557565035484407,0.5391824105316743,0.32480761025672666,0.3916005500913571,0.2610255985395694,0.17849142127857728,0.6639074396216723,0.18808310146517088,0.1651227498652367
17,4500.0,12.90093484871942,5.252428845751659,3.8927053824362616,3.755800620531499,77.39038028914442,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[17].kman.restech.unsw.edu.au/seed_17/all_results.pkl,0.09250687033897893,0.4418777767712607,0.08868848271462648,0.7820780616293648,0.6142871516500605,0.6049994912976391,0.5956116394404277,0.7980047016202718,0.6966069385606001,0.5246757947584065,0.2127431293590748,0.5972085082885291
18,4500.0,6.408799190096868,2.6618031954373222,0.14420485175202202,3.602791142907524,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[18].kman.restech.unsw.edu.au/seed_18/all_results.pkl,0.757342620526263,0.41217211366147694,0.1136499128778845,0.4982514878312008,0.08897060226904033,0.2612326117548574,0.7374734858313148,0.5606872085900427,0.2667101467256729,0.7131265977473075,0.5056552948189161,0.1212109053526803
19,4500.0,10.131605951205762,3.8157007979146123,0.13967824036238952,6.17622691292876,71.4346775578557,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[19].kman.restech.unsw.edu.au/seed_19/all_results.pkl,0.09250687033897893,0.4418777767712607,0.08868848271462648,0.7820780616293648,0.6142871516500605,0.6049994912976391,0.5956116394404277,0.7980047016202718,0.6966069385606001,0.5246757947584065,0.2127431293590748,0.5972085082885291
20,4500.0,8.359974972288985,3.740810593112119,2.643137567508319,1.9760268116685467,74.65831090047136,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[20].kman.restech.unsw.edu.au/seed_20/all_results.pkl,0.09250687033897893,0.4418777767712607,0.08868848271462648,0.7820780616293648,0.6142871516500605,0.6049994912976391,0.5956116394404277,0.7980047016202718,0.6966069385606001,0.5246757947584065,0.2127431293590748,0.5972085082885291
21,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[21].kman.restech.unsw.edu.au/seed_21/all_results.pkl,0.1629201975767419,0.7871886367324454,0.5549614062104433,0.5073235011151399,0.5141402080088618,0.3226043951444037,0.7561121560247948,0.6302631970940636,0.023886029800964704,0.590582265211235,0.6024377648363245,0.22139356947230465
22,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[22].kman.restech.unsw.edu.au/seed_22/all_results.pkl,0.1629201975767419,0.7871886367324454,0.5549614062104433,0.5073235011151399,0.5141402080088618,0.3226043951444037,0.7561121560247948,0.6302631970940636,0.023886029800964704,0.590582265211235,0.6024377648363245,0.22139356947230465
23,4500.0,0.0,0.0,0.0,0.0,,True,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[23].kman.restech.unsw.edu.au/seed_23/all_results.pkl,0.1629201975767419,0.7871886367324454,0.5549614062104433,0.5073235011151399,0.5141402080088618,0.3226043951444037,0.7561121560247948,0.6302631970940636,0.023886029800964704,0.590582265211235,0.6024377648363245,0.22139356947230465
24,4500.0,11.232015636405016,3.7992199374802844,0.08658097265433184,7.3462147262704,86.6167818441015,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[24].kman.restech.unsw.edu.au/seed_24/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
25,4500.0,10.40316419659785,2.6446668799609974,0.6744517325912689,7.084045584045583,100.0,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[25].kman.restech.unsw.edu.au/seed_25/all_results.pkl,0.518466628826358,0.5306467779015882,0.5287370774577957,0.2649099767759104,0.5312278992418425,0.4157984810468458,0.7314279703946945,0.33050646582696536,0.2230606393469631,0.1162234254116949,0.24997938642056503,0.711576999450154
26,4500.0,9.866888888888887,4.711111111111109,0.3388888888888886,4.81688888888889,99.49497426092067,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[26].kman.restech.unsw.edu.au/seed_26/all_results.pkl,0.5017029075397289,0.6249718401962197,0.2682045497806289,0.5540583642319599,0.05987929378833488,0.48150750904162304,0.7028201727573431,0.6072807085773767,0.596817582314204,0.5155896257109447,0.5752162697857273,0.2788286714638783
27,4500.0,5.6657252901276856,1.7733548766157448,0.024484880920525143,3.8678855325914157,84.15986157280176,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[27].kman.restech.unsw.edu.au/seed_27/all_results.pkl,0.735208931513367,0.571441588856855,0.2577885521058592,0.36862107976847575,0.4295721130621316,0.4435340775362672,0.7055349518600378,0.2921101512618585,0.5858498502606014,0.5265018020749782,0.12373968949128994,0.721446612752953
28,4500.0,9.56625093197857,1.6973469387755102,2.6200171657448053,5.248886827458254,90.16941756099845,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[28].kman.restech.unsw.edu.au/seed_28/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
29,4500.0,7.28259209499933,2.5175784398493484,1.912105136243067,2.852908518906915,83.79282848201449,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[29].kman.restech.unsw.edu.au/seed_29/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
0,5500.0,10.491170697002687,3.849868684774343,1.5615654836966328,5.079736528531711,95.42037257045753,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7504287.kman.restech.unsw.edu.au/seed_0/all_results.pkl,0.5017029075397289,0.6249718401962197,0.2682045497806289,0.5540583642319599,0.05987929378833488,0.48150750904162304,0.7028201727573431,0.6072807085773767,0.596817582314204,0.5155896257109447,0.5752162697857273,0.2788286714638783
1,5500.0,4.068943813124324,0.47592055731037064,1.2680184508937167,2.325004804920237,72.6399795561706,False,/home/z5247491/MaaS-Simulation/MaaS-Centralised/Travel_time_equity_seed_opt_runs/opt_seed_array_7501687[1].kman.restech.unsw.edu.au/seed_1/all_results.pkl,0.1221461377381556,0.28406158999171033,0.07096778817611216,0.10255490239579489,0.26955257258091525,0.5720059089552028,0.7691206083204415,0.20889197218760294,0.1038588640023292,0.4244137829112594,0.30192277976173837,0.3211624167176798
